loan_id,as_of_month,ending_balance,scheduled_payment,actual_payment,dpd,region,product_type,fico_score,secured_flag
L103100,2024-12-31,6192.28,349.76,367.25,0,South,Personal Loan,692,0
L103101,2024-12-31,12585.24,450.51,441.5,0,South,Personal Loan,706,0
L103102,2024-12-31,20418.47,540.15,529.35,0,South,Auto Loan,643,1
L103103,2024-12-31,14241.95,804.57,724.11,0,South,Personal Loan,625,0
L103104,2024-12-31,15825.65,409.94,409.94,0,West,Auto Loan,765,1
L103105,2024-12-31,8539.1,305.34,305.34,0,Midwest,Personal Loan,715,0
L103106,2024-12-31,11926.36,319.24,335.2,0,Midwest,Personal Loan,777,0
L103107,2024-12-31,19241.59,1071.08,1071.08,0,South,Home Improvement,736,0
L103108,2024-12-31,18988.9,663.97,663.97,0,West,Auto Loan,711,1
L103109,2024-12-31,15557.15,340.36,306.32,0,South,Personal Loan,688,0
L103110,2024-12-31,10437.3,234.31,234.31,0,Midwest,Personal Loan,620,0
L103111,2024-12-31,6063.9,340.98,306.88,0,South,Personal Loan,661,0
L103112,2024-12-31,19018.27,661.49,595.34,0,West,Auto Loan,748,1
L103114,2024-12-31,15252.02,855.93,855.93,0,South,Personal Loan,750,0
L103115,2024-12-31,15229.05,317.39,317.39,0,West,Auto Loan,730,1
L103116,2024-12-31,11877.36,307.66,307.66,0,West,Auto Loan,820,1
L103117,2024-12-31,14182.53,380.58,380.58,0,South,Personal Loan,706,0
L103118,2024-12-31,6483.91,175.2,175.2,34,Northeast,Personal Loan,681,0
L103119,2024-12-31,15945.7,567.58,510.82,0,Midwest,Personal Loan,754,0
L103120,2024-12-31,14116.71,504.27,504.27,0,West,Personal Loan,730,0
L103121,2024-12-31,19515.81,678.79,610.91,0,South,Auto Loan,730,1
L103122,2024-12-31,8406.44,476.29,476.29,0,Northeast,Personal Loan,646,0
L103123,2024-12-31,14646.09,525.53,525.53,0,Midwest,Personal Loan,698,0
L103124,2024-12-31,12341.49,336.26,336.26,0,South,Personal Loan,651,0
L103125,2024-12-31,10453.21,379.56,379.56,0,South,Personal Loan,640,0
L103126,2024-12-31,17366.35,465.09,418.58,0,Northeast,Personal Loan,704,0
L103127,2024-12-31,18854.95,395.32,395.32,0,Midwest,Auto Loan,703,1
L103128,2024-12-31,8480.13,222.77,222.77,0,West,Home Improvement,751,0
L103129,2024-12-31,17187.79,624.89,624.89,0,West,Personal Loan,634,0
L103130,2024-12-31,17583.08,360.77,360.77,0,West,Auto Loan,773,1
L103131,2024-12-31,6585.13,142.55,139.7,0,West,Personal Loan,681,0
L103132,2024-12-31,13075.67,347.36,340.41,0,Northeast,Personal Loan,670,0
L103133,2024-12-31,9190.96,319.05,319.05,0,Midwest,Personal Loan,754,0
L103134,2024-12-31,24062.47,1270.55,1270.55,0,West,Auto Loan,701,1
L103135,2024-12-31,6077.57,325.26,325.26,0,West,Personal Loan,715,0
L103136,2024-12-31,9025.33,486.66,437.99,0,Midwest,Personal Loan,620,0
L103137,2024-12-31,18562.0,409.12,368.21,0,South,Personal Loan,625,0
L103138,2024-12-31,13691.79,359.18,359.18,0,West,Personal Loan,716,0
L103139,2024-12-31,5503.27,298.36,298.36,0,West,Personal Loan,620,0
L103140,2024-12-31,8150.06,172.51,172.51,0,Northeast,Home Improvement,683,0
L103141,2024-12-31,15784.89,538.9,485.01,0,Midwest,Home Improvement,776,0
L103142,2024-12-31,28438.95,963.93,963.93,0,Midwest,Auto Loan,752,1
L103143,2024-12-31,11610.3,622.22,622.22,0,Northeast,Personal Loan,705,0
L103144,2024-12-31,28592.99,972.82,875.54,0,Midwest,Auto Loan,686,1
L103145,2024-12-31,12355.49,271.37,271.37,0,South,Personal Loan,641,0
L103146,2024-12-31,9321.96,499.9,524.9,0,Midwest,Personal Loan,725,0
L103147,2024-12-31,11749.13,246.05,246.05,0,Northeast,Home Improvement,713,0
L103148,2024-12-31,13990.57,478.9,478.9,0,West,Auto Loan,674,1
L103149,2024-12-31,11391.5,240.54,235.73,0,Midwest,Home Improvement,689,0
L103150,2024-12-31,10422.47,362.43,380.55,0,South,Personal Loan,800,0
L103151,2024-12-31,7645.47,265.4,265.4,0,Midwest,Personal Loan,750,0
L103152,2024-12-31,25499.25,1339.79,1205.81,0,South,Auto Loan,699,1
L103153,2024-12-31,20445.56,1076.8,1076.8,0,Midwest,Auto Loan,792,1
L103154,2024-12-31,9840.27,211.88,211.88,0,Northeast,Home Improvement,635,0
L103155,2024-12-31,22136.92,454.21,454.21,0,Midwest,Auto Loan,766,1
L103156,2024-12-31,11518.95,402.99,402.99,0,West,Personal Loan,683,0
L103157,2024-12-31,17530.0,428.49,3164.11,0,West,Home Improvement,686,0
L103158,2024-12-31,17558.35,601.98,601.98,0,West,Auto Loan,666,1
L103159,2024-12-31,13407.68,281.28,281.28,0,South,Home Improvement,708,0
L103160,2024-12-31,10159.99,546.86,546.86,0,Northeast,Personal Loan,673,0
L103161,2024-12-31,18856.26,403.69,403.69,0,Midwest,Personal Loan,714,0
L103162,2024-12-31,16550.33,353.54,353.54,0,Northeast,Personal Loan,729,0
L103163,2024-12-31,23647.1,1245.41,1245.41,0,West,Auto Loan,747,1
L103164,2024-12-31,22376.91,758.46,758.46,0,South,Auto Loan,764,1
L103165,2024-12-31,7805.46,417.46,417.46,0,Midwest,Personal Loan,788,0
L103166,2024-12-31,16839.84,426.24,383.62,0,Northeast,Auto Loan,747,1
L103167,2024-12-31,7069.69,382.05,382.05,0,South,Personal Loan,644,0
L103168,2024-12-31,12923.49,343.86,343.86,0,West,Personal Loan,666,0
L103169,2024-12-31,10536.43,369.73,369.73,0,South,Personal Loan,669,0
L103170,2024-12-31,6462.92,146.82,557.31,0,West,Personal Loan,820,0
L103171,2024-12-31,22707.51,1202.56,1178.51,0,South,Auto Loan,672,1
L103172,2024-12-31,15399.6,390.77,390.77,0,Northeast,Auto Loan,730,1
L103173,2024-12-31,15090.42,530.65,530.65,0,Northeast,Personal Loan,659,0
L103174,2024-12-31,13742.58,293.56,293.56,0,Midwest,Personal Loan,814,0
L103175,2024-12-31,24261.79,835.0,751.5,0,Northeast,Auto Loan,632,1
L103176,2024-12-31,14026.72,754.09,754.09,0,West,Personal Loan,682,0
L103177,2024-12-31,8824.22,471.94,471.94,0,Northeast,Personal Loan,744,0
L103178,2024-12-31,5855.46,313.97,313.97,0,Northeast,Personal Loan,701,0
L103179,2024-12-31,10659.91,370.04,370.04,0,Midwest,Personal Loan,753,0
L103180,2024-12-31,14304.56,496.7,496.7,0,West,Home Improvement,656,0
L103181,2024-12-31,16240.4,426.79,426.79,0,Midwest,Personal Loan,710,0
L103182,2024-12-31,13928.95,366.25,366.25,47,Midwest,Personal Loan,708,0
L103183,2024-12-31,17686.67,943.83,943.83,0,Midwest,Home Improvement,674,0
L103184,2024-12-31,25748.63,1356.09,1356.09,0,West,Auto Loan,782,1
L103185,2024-12-31,26266.16,887.27,798.54,0,South,Auto Loan,728,1
L103186,2024-12-31,18389.24,395.17,395.17,0,Midwest,Personal Loan,703,0
L103187,2024-12-31,10463.63,223.52,223.52,0,Midwest,Personal Loan,733,0
L103188,2024-12-31,13180.93,691.5,622.35,0,West,Auto Loan,710,1
L103189,2024-12-31,10509.05,370.91,370.91,0,Northeast,Personal Loan,641,0
L103190,2024-12-31,8923.4,192.4,192.4,0,South,Personal Loan,694,0
L103191,2024-12-31,12699.01,327.49,327.49,0,Midwest,Home Improvement,714,0
L103192,2024-12-31,11508.84,301.59,301.59,0,South,Personal Loan,729,0
L103193,2024-12-31,16326.67,351.24,351.24,0,West,Personal Loan,700,0
L103194,2024-12-31,27349.58,692.25,623.02,0,Midwest,Auto Loan,758,1
L103195,2024-12-31,18206.79,373.57,373.57,0,West,Auto Loan,732,1
L103196,2024-12-31,28023.27,949.84,949.84,0,West,Auto Loan,734,1
L103197,2024-12-31,5273.27,183.45,192.62,0,South,Personal Loan,718,0
L103198,2024-12-31,8323.51,445.96,445.96,0,Midwest,Personal Loan,707,0
L103199,2024-12-31,9720.89,333.98,333.98,0,South,Home Improvement,706,0
L103200,2024-12-31,18101.13,473.11,425.8,0,Northeast,Personal Loan,732,0
L103201,2024-12-31,12624.4,330.83,330.83,0,West,Personal Loan,734,0
L103202,2024-12-31,12778.19,266.94,266.94,0,Northeast,Home Improvement,734,0
L103203,2024-12-31,12779.81,335.02,335.02,0,South,Home Improvement,656,0
L103204,2024-12-31,12590.61,331.0,331.0,0,West,Personal Loan,709,0
L103205,2024-12-31,14902.05,322.74,290.47,0,South,Personal Loan,675,0
L103208,2024-12-31,7726.57,264.69,264.69,0,Northeast,Home Improvement,787,0
L103209,2024-12-31,13858.27,373.57,373.57,0,South,Personal Loan,620,0
L103210,2024-12-31,6782.65,346.57,346.57,0,West,Personal Loan,734,0
L103211,2024-12-31,15940.28,403.34,403.34,0,West,Home Improvement,711,0
L103212,2024-12-31,12934.48,336.02,329.3,0,Northeast,Personal Loan,681,0
L103213,2024-12-31,22240.41,573.18,573.18,0,Northeast,Home Improvement,648,0
L103214,2024-12-31,16516.3,416.85,416.85,0,West,Home Improvement,721,0
L103215,2024-12-31,15499.98,779.36,779.36,0,South,Auto Loan,726,1
L103216,2024-12-31,23674.92,588.82,588.82,0,Northeast,Auto Loan,765,1
L103217,2024-12-31,9961.32,256.03,256.03,0,West,Personal Loan,733,0
L103218,2024-12-31,23379.78,770.3,770.3,0,Midwest,Auto Loan,726,1
L103219,2024-12-31,13502.83,688.03,619.23,0,West,Personal Loan,704,0
L103220,2024-12-31,18906.39,470.92,470.92,0,Midwest,Auto Loan,715,1
L103221,2024-12-31,26625.39,859.54,0.0,37,South,Auto Loan,689,1
L103222,2024-12-31,17392.27,883.16,883.16,0,South,Home Improvement,701,0
L103224,2024-12-31,8202.17,423.12,423.12,0,South,Personal Loan,653,0
L103225,2024-12-31,16472.97,424.93,424.93,0,Midwest,Home Improvement,645,0
L103226,2024-12-31,6337.69,164.76,161.46,0,West,Personal Loan,679,0
L103227,2024-12-31,9857.77,253.64,253.64,0,Midwest,Personal Loan,716,0
L103228,2024-12-31,11725.49,390.58,390.58,0,West,Home Improvement,739,0
L103229,2024-12-31,5929.52,124.82,124.82,0,Northeast,Personal Loan,720,0
L103230,2024-12-31,24909.31,624.43,624.43,0,Midwest,Auto Loan,693,1
L103231,2024-12-31,8695.28,218.9,197.01,0,Midwest,Home Improvement,743,0
L103232,2024-12-31,16134.81,545.49,534.58,0,West,Personal Loan,711,0
L103233,2024-12-31,18341.07,620.17,558.15,0,South,Personal Loan,698,0
L103234,2024-12-31,15195.09,385.61,385.61,0,South,Home Improvement,701,0
L103235,2024-12-31,16354.0,839.08,839.08,0,Northeast,Personal Loan,691,0
L103236,2024-12-31,12087.83,413.52,413.52,0,Northeast,Personal Loan,660,0
L103237,2024-12-31,19345.58,643.97,631.09,0,Midwest,Home Improvement,744,0
L103238,2024-12-31,11710.51,250.87,250.87,0,South,Personal Loan,671,0
L103239,2024-12-31,16777.36,556.26,556.26,0,Northeast,Auto Loan,691,1
L103240,2024-12-31,15190.11,522.32,522.32,0,Midwest,Personal Loan,636,0
L103241,2024-12-31,13673.48,292.2,292.2,0,Northeast,Personal Loan,678,0
L103242,2024-12-31,19508.49,488.77,488.77,0,Midwest,Auto Loan,695,1
L103243,2024-12-31,13190.31,277.54,271.99,0,West,Personal Loan,820,0
L103244,2024-12-31,11626.87,298.83,298.83,0,Northeast,Personal Loan,721,0
L103245,2024-12-31,13156.07,668.82,601.94,0,West,Personal Loan,744,0
L103246,2024-12-31,8367.66,284.17,284.17,57,Northeast,Home Improvement,631,0
L103247,2024-12-31,14411.73,376.15,376.15,0,Northeast,Personal Loan,667,0
L103248,2024-12-31,12296.48,305.83,305.83,0,West,Auto Loan,724,1
L103249,2024-12-31,23541.2,777.22,816.08,0,West,Auto Loan,718,1
L103250,2024-12-31,11962.08,403.88,363.49,0,West,Personal Loan,705,0
L103251,2024-12-31,7719.14,261.43,256.2,0,West,Personal Loan,703,0
L103252,2024-12-31,29412.77,735.43,735.43,0,South,Auto Loan,702,1
L103253,2024-12-31,13299.6,682.6,682.6,0,West,Home Improvement,626,0
L103254,2024-12-31,14897.97,383.45,345.1,0,South,Personal Loan,706,0
L103255,2024-12-31,22261.47,553.7,542.63,0,Midwest,Auto Loan,718,1
L103256,2024-12-31,17605.23,594.48,594.48,0,Northeast,Personal Loan,720,0
L103257,2024-12-31,25162.11,1271.71,1144.54,0,West,Auto Loan,649,1
L103258,2024-12-31,13243.07,445.68,401.11,0,South,Personal Loan,723,0
L103259,2024-12-31,16214.34,427.71,427.71,0,Midwest,Personal Loan,630,0
L103260,2024-12-31,28777.44,719.15,719.15,0,West,Auto Loan,704,1
L103261,2024-12-31,17771.93,463.18,463.18,0,West,Personal Loan,672,0
L103262,2024-12-31,8145.63,209.09,209.09,0,South,Home Improvement,662,0
L103263,2024-12-31,20839.67,694.65,694.65,0,South,Home Improvement,717,0
L103264,2024-12-31,17267.47,894.95,894.95,0,Midwest,Personal Loan,620,0
L103265,2024-12-31,18549.41,476.51,466.98,0,West,Personal Loan,781,0
L103266,2024-12-31,24566.52,816.53,816.53,0,West,Auto Loan,680,1
L103267,2024-12-31,18912.27,623.11,623.11,0,South,Auto Loan,820,1
L103268,2024-12-31,22131.85,748.35,733.38,0,Midwest,Home Improvement,648,0
L103269,2024-12-31,16784.79,348.4,348.4,0,South,Home Improvement,696,0
L103270,2024-12-31,12280.51,414.68,414.68,0,South,Personal Loan,780,0
L103271,2024-12-31,11098.02,239.13,251.09,0,Northeast,Personal Loan,658,0
L103272,2024-12-31,24856.52,819.29,819.29,0,South,Auto Loan,718,1
L103274,2024-12-31,14172.66,485.14,436.63,0,South,Personal Loan,641,0
L103275,2024-12-31,10232.21,262.99,262.99,0,West,Personal Loan,731,0
L103276,2024-12-31,8363.78,289.1,303.56,0,South,Personal Loan,620,0
L103277,2024-12-31,7187.5,185.88,185.88,0,West,Personal Loan,699,0
L103278,2024-12-31,28422.27,574.3,574.3,0,Northeast,Auto Loan,811,1
L103279,2024-12-31,19657.64,647.67,647.67,0,South,Auto Loan,768,1
L103280,2024-12-31,11521.85,585.33,585.33,0,Northeast,Home Improvement,698,0
L103281,2024-12-31,9710.98,245.09,245.09,0,South,Home Improvement,735,0
L103282,2024-12-31,9613.43,247.09,247.09,0,South,Personal Loan,736,0
L103283,2024-12-31,16825.26,432.44,432.44,0,South,Personal Loan,727,0
L103284,2024-12-31,24316.24,1222.66,1222.66,0,West,Auto Loan,723,1
L103285,2024-12-31,12172.39,245.96,245.96,0,Northeast,Auto Loan,738,1
L103286,2024-12-31,17940.29,369.19,369.19,0,South,Home Improvement,743,0
L103287,2024-12-31,8928.19,300.46,270.41,0,Northeast,Personal Loan,767,0
L103288,2024-12-31,10691.11,225.05,225.05,0,West,Personal Loan,814,0
L103289,2024-12-31,21487.91,540.96,486.86,0,West,Home Improvement,789,0
L103290,2024-12-31,20459.23,1024.31,921.88,0,Midwest,Auto Loan,715,1
L103291,2024-12-31,24228.07,798.25,798.25,0,South,Auto Loan,756,1
L103292,2024-12-31,15279.27,322.48,338.6,0,Midwest,Home Improvement,653,0
L103293,2024-12-31,12857.05,439.45,395.5,0,West,Personal Loan,648,0
L103294,2024-12-31,29063.52,962.83,962.83,0,West,Auto Loan,695,1
L103295,2024-12-31,15615.77,333.49,333.49,0,South,Personal Loan,680,0
L103296,2024-12-31,14469.23,475.16,427.64,0,West,Auto Loan,720,1
L103297,2024-12-31,22396.83,1126.15,1126.15,0,South,Auto Loan,721,1
L103298,2024-12-31,7220.54,186.86,186.86,0,South,Personal Loan,696,0
L103299,2024-12-31,11395.13,581.67,570.04,0,West,Personal Loan,814,0
L103300,2024-12-31,12530.01,631.36,568.22,0,Northeast,Home Improvement,745,0
L103301,2024-12-31,18882.88,400.34,420.36,0,West,Personal Loan,703,0
L103302,2024-12-31,29452.18,750.54,750.54,0,South,Auto Loan,637,1
L103303,2024-12-31,23405.77,1176.88,1176.88,0,Northeast,Auto Loan,798,1
L103304,2024-12-31,8706.15,444.6,435.71,0,Midwest,Personal Loan,717,0
L103305,2024-12-31,17834.03,602.2,602.2,0,Midwest,Personal Loan,770,0
L103306,2024-12-31,25118.25,506.52,455.87,0,Midwest,Auto Loan,734,1
L103307,2024-12-31,17933.17,466.46,466.46,0,South,Personal Loan,679,0
L103308,2024-12-31,16872.02,560.17,560.17,0,Midwest,Auto Loan,685,1
L103309,2024-12-31,12721.0,657.56,657.56,0,South,Personal Loan,639,0
L103310,2024-12-31,26350.9,655.38,655.38,0,West,Auto Loan,742,1
L103311,2024-12-31,6960.97,235.05,235.05,0,Northeast,Personal Loan,734,0
L103312,2024-12-31,17240.81,436.88,436.88,0,South,Auto Loan,656,1
L103313,2024-12-31,14638.52,751.99,751.99,0,Midwest,Home Improvement,620,0
L103315,2024-12-31,19195.5,653.47,653.47,0,West,Home Improvement,620,0
L103316,2024-12-31,15589.39,519.29,519.29,0,Northeast,Home Improvement,729,0
L103317,2024-12-31,15884.22,536.37,536.37,0,Midwest,Personal Loan,726,0
L103318,2024-12-31,22101.75,454.82,454.82,0,West,Home Improvement,752,0
L103319,2024-12-31,11544.3,395.35,387.44,0,Northeast,Personal Loan,652,0
L103320,2024-12-31,9780.8,281.51,1335.41,0,South,Home Improvement,620,0
L103321,2024-12-31,21974.97,444.55,400.1,0,West,Auto Loan,711,1
L103322,2024-12-31,15998.25,538.4,484.56,0,South,Personal Loan,738,0
L103323,2024-12-31,25241.43,1262.83,1136.55,0,West,Auto Loan,741,1
L103324,2024-12-31,13110.24,431.66,423.03,0,West,Auto Loan,757,1
L103325,2024-12-31,5780.1,148.56,148.56,0,West,Personal Loan,732,0
L103326,2024-12-31,9414.28,240.3,240.3,0,South,Home Improvement,681,0
L103327,2024-12-31,13637.59,700.14,700.14,0,South,Personal Loan,687,0
L103328,2024-12-31,5539.71,283.06,283.06,0,West,Personal Loan,756,0
L103329,2024-12-31,8358.76,171.94,168.5,0,West,Home Improvement,743,0
L103330,2024-12-31,13234.6,677.82,677.82,0,Northeast,Personal Loan,704,0
L103331,2024-12-31,21834.93,720.68,720.68,0,West,Auto Loan,712,1
L103332,2024-12-31,7507.23,253.5,253.5,0,Midwest,Personal Loan,725,0
L103333,2024-12-31,22263.67,1115.94,1004.35,0,Northeast,Auto Loan,707,1
L103334,2024-12-31,6724.66,142.33,139.48,0,Northeast,Personal Loan,704,0
L103335,2024-12-31,14447.3,360.25,360.25,0,South,Auto Loan,711,1
L103336,2024-12-31,15690.09,404.0,404.0,0,Northeast,Personal Loan,714,0
L103337,2024-12-31,17733.82,450.01,225.0,43,West,Personal Loan,763,0
L103338,2024-12-31,21039.37,425.77,383.19,0,South,Home Improvement,777,0
L103339,2024-12-31,5916.47,194.51,194.51,0,West,Personal Loan,756,0
L103340,2024-12-31,6945.37,145.67,131.1,0,West,Personal Loan,685,0
L103341,2024-12-31,14466.46,463.73,463.73,0,Northeast,Auto Loan,795,1
L103342,2024-12-31,11968.64,576.72,576.72,0,Midwest,Auto Loan,710,1
L103343,2024-12-31,14208.44,467.12,467.12,0,South,Personal Loan,787,0
L103344,2024-12-31,24982.59,805.14,805.14,0,South,Auto Loan,696,1
L103345,2024-12-31,8639.14,219.13,230.09,0,West,Personal Loan,705,0
L103346,2024-12-31,11619.48,387.06,379.32,0,Midwest,Personal Loan,658,0
L103347,2024-12-31,18334.03,386.28,405.59,0,South,Personal Loan,681,0
L103348,2024-12-31,15209.69,382.0,343.8,0,South,Home Improvement,663,0
L103349,2024-12-31,17138.76,568.91,568.91,0,Midwest,Personal Loan,677,0
L103350,2024-12-31,16141.54,539.62,539.62,0,Northeast,Personal Loan,645,0
L103351,2024-12-31,14859.86,375.67,394.45,0,Midwest,Personal Loan,716,0
L103352,2024-12-31,16592.72,545.51,545.51,0,West,Personal Loan,728,0
L103353,2024-12-31,24117.67,776.61,776.61,0,West,Auto Loan,700,1
L103354,2024-12-31,12306.02,255.35,255.35,0,Midwest,Personal Loan,762,0
L103355,2024-12-31,9935.64,206.17,206.17,0,South,Personal Loan,745,0
L103356,2024-12-31,6947.51,228.79,240.23,0,South,Personal Loan,787,0
L103357,2024-12-31,8467.75,215.62,226.4,0,South,Personal Loan,692,0
L103358,2024-12-31,19037.67,632.21,568.99,0,South,Personal Loan,660,0
L103359,2024-12-31,15373.98,320.63,320.63,0,Northeast,Home Improvement,644,0
L103360,2024-12-31,12276.62,403.35,395.28,0,Northeast,Personal Loan,734,0
L103361,2024-12-31,11576.19,288.55,302.98,0,Midwest,Home Improvement,701,0
L103362,2024-12-31,11334.72,280.61,280.61,0,Northeast,Home Improvement,737,0
L103363,2024-12-31,12830.72,417.95,417.95,0,Midwest,Home Improvement,699,0
L103364,2024-12-31,12595.14,606.0,606.0,0,West,Auto Loan,760,1
L103365,2024-12-31,19361.83,634.77,634.77,0,Midwest,Auto Loan,620,1
L103366,2024-12-31,10700.33,269.59,242.63,0,West,Personal Loan,715,0
L103367,2024-12-31,17178.39,564.77,564.77,0,West,Personal Loan,749,0
L103368,2024-12-31,18412.52,904.27,904.27,0,Northeast,Personal Loan,695,0
L103369,2024-12-31,11909.24,293.79,293.79,0,West,Auto Loan,682,1
L103370,2024-12-31,8156.45,271.05,271.05,0,West,Personal Loan,672,0
L103371,2024-12-31,14752.68,484.7,475.01,0,South,Personal Loan,758,0
L103372,2024-12-31,12247.02,402.64,402.64,0,Northeast,Personal Loan,722,0
L103373,2024-12-31,9326.8,235.23,235.23,0,Midwest,Personal Loan,723,0
L103374,2024-12-31,15750.98,517.84,517.84,0,West,Personal Loan,757,0
L103375,2024-12-31,10093.1,209.44,209.44,0,South,Personal Loan,771,0
L103376,2024-12-31,15658.31,766.15,766.15,0,Midwest,Personal Loan,793,0
L103377,2024-12-31,15045.21,481.98,472.34,0,South,Auto Loan,733,1
L103378,2024-12-31,11076.38,231.78,208.6,0,West,Personal Loan,691,0
L103379,2024-12-31,21579.28,1051.34,1051.34,0,West,Home Improvement,686,0
L103380,2024-12-31,12462.1,410.38,430.9,0,South,Personal Loan,734,0
L103381,2024-12-31,19108.78,477.76,477.76,0,West,Auto Loan,637,1
L103382,2024-12-31,13165.97,273.2,273.2,0,South,Personal Loan,730,0
L103383,2024-12-31,10256.87,259.01,271.96,0,South,Personal Loan,724,0
L103384,2024-12-31,30756.81,750.13,750.13,0,South,Auto Loan,744,1
L103385,2024-12-31,16863.93,413.3,413.3,0,Midwest,Auto Loan,704,1
L103386,2024-12-31,17574.58,444.97,444.97,0,Midwest,Personal Loan,707,0
L103387,2024-12-31,12205.07,256.44,269.26,0,South,Personal Loan,689,0
L103388,2024-12-31,17607.56,570.45,559.04,0,Northeast,Home Improvement,732,0
L103389,2024-12-31,9950.84,325.28,325.28,0,West,Home Improvement,683,0
L103390,2024-12-31,18888.62,481.08,481.08,0,Northeast,Personal Loan,687,0
L103391,2024-12-31,30838.7,613.84,613.84,0,West,Auto Loan,758,1
L103392,2024-12-31,26400.17,846.28,846.28,0,Midwest,Auto Loan,780,1
L103393,2024-12-31,18292.38,603.68,543.31,0,South,Personal Loan,688,0
L103394,2024-12-31,24974.77,499.32,499.32,0,Northeast,Auto Loan,708,1
L103395,2024-12-31,16437.03,404.26,363.83,0,South,Auto Loan,684,1
L103396,2024-12-31,17335.42,623.16,2178.79,0,Midwest,Personal Loan,705,0
L103397,2024-12-31,27766.38,681.52,681.52,0,Midwest,Auto Loan,699,1
L103398,2024-12-31,29697.65,735.31,661.78,0,Northeast,Auto Loan,661,1
L103399,2024-12-31,10107.96,496.53,486.6,0,West,Personal Loan,687,0
L103400,2024-12-31,5838.05,285.65,285.65,0,Midwest,Personal Loan,743,0
L103401,2024-12-31,18115.45,449.82,449.82,0,West,Home Improvement,710,0
L103402,2024-12-31,6624.86,168.58,151.72,0,West,Personal Loan,681,0
L103403,2024-12-31,14876.04,729.37,729.37,0,South,Personal Loan,706,0
L103404,2024-12-31,13644.93,664.23,664.23,0,West,Home Improvement,692,0
L103405,2024-12-31,27349.09,667.27,667.27,0,West,Auto Loan,719,1
L103406,2024-12-31,14042.34,688.42,688.42,0,South,Personal Loan,707,0
L103407,2024-12-31,16431.77,346.23,346.23,0,South,Personal Loan,678,0
L103408,2024-12-31,18303.55,460.47,414.42,0,South,Personal Loan,740,0
L103409,2024-12-31,20849.18,424.85,382.36,0,West,Auto Loan,651,1
L103410,2024-12-31,5911.03,151.3,136.17,0,West,Personal Loan,661,0
L103411,2024-12-31,18184.01,597.83,597.83,0,West,Personal Loan,758,0
L103412,2024-12-31,9980.7,255.33,255.33,40,Northeast,Personal Loan,672,0
L103413,2024-12-31,10425.91,338.0,338.0,0,West,Home Improvement,720,0
L103414,2024-12-31,19964.23,411.52,370.37,0,West,Auto Loan,620,1
L103415,2024-12-31,25844.37,515.99,515.99,0,Midwest,Auto Loan,712,1
L103416,2024-12-31,6925.32,229.38,206.44,0,South,Personal Loan,672,0
L103417,2024-12-31,10588.05,262.12,262.12,0,South,Home Improvement,736,0
L103418,2024-12-31,9897.01,202.5,202.5,0,Midwest,Personal Loan,784,0
L103419,2024-12-31,15641.27,306.79,306.79,0,Midwest,Auto Loan,724,1
L103420,2024-12-31,16289.41,525.47,525.47,0,Northeast,Personal Loan,690,0
L103421,2024-12-31,8094.99,264.43,264.43,0,Midwest,Personal Loan,635,0
L103422,2024-12-31,18677.93,391.76,391.76,0,West,Personal Loan,653,0
L103423,2024-12-31,17839.41,441.71,441.71,0,Midwest,Personal Loan,734,0
L103424,2024-12-31,19337.19,610.91,610.91,0,South,Home Improvement,718,0
L103425,2024-12-31,10985.21,220.91,220.91,0,Midwest,Home Improvement,704,0
L103426,2024-12-31,19346.87,893.78,893.78,0,South,Auto Loan,711,1
L103427,2024-12-31,21973.61,691.72,622.55,0,South,Home Improvement,726,0
L103428,2024-12-31,18539.26,582.33,582.33,0,Northeast,Auto Loan,693,1
L103429,2024-12-31,11827.88,245.97,245.97,0,West,Personal Loan,676,0
L103430,2024-12-31,15008.05,480.81,480.81,0,Midwest,Personal Loan,747,0
L103431,2024-12-31,12106.88,377.92,377.92,0,West,Auto Loan,741,1
L103432,2024-12-31,16811.19,416.25,416.25,0,West,Personal Loan,769,0
L103433,2024-12-31,28708.4,694.57,694.57,0,South,Auto Loan,684,1
L103434,2024-12-31,8997.84,288.26,288.26,0,West,Personal Loan,803,0
L103435,2024-12-31,11303.09,235.58,247.36,0,Northeast,Personal Loan,673,0
L103436,2024-12-31,8937.34,415.63,415.63,0,Midwest,Home Improvement,719,0
L103437,2024-12-31,15793.11,505.96,505.96,0,West,Personal Loan,724,0
L103438,2024-12-31,17416.14,543.65,543.65,0,West,Auto Loan,737,1
L103439,2024-12-31,13974.14,441.01,432.19,0,Midwest,Home Improvement,729,0
L103440,2024-12-31,10158.42,251.53,251.53,0,West,Personal Loan,731,0
L103441,2024-12-31,22674.63,542.54,542.54,0,West,Auto Loan,746,1
L103442,2024-12-31,26247.48,515.15,463.64,0,West,Auto Loan,713,1
L103443,2024-12-31,10830.4,265.39,265.39,0,Midwest,Home Improvement,692,0
L103444,2024-12-31,18098.68,581.68,610.76,0,Northeast,Personal Loan,713,0
L103445,2024-12-31,15163.77,366.4,329.76,0,Midwest,Auto Loan,680,1
L103446,2024-12-31,25564.28,625.48,625.48,0,West,Auto Loan,647,1
L103447,2024-12-31,13863.31,640.39,640.39,0,Midwest,Auto Loan,712,1
L103448,2024-12-31,13077.34,330.07,330.07,0,South,Personal Loan,656,0
L103449,2024-12-31,17414.95,554.01,581.71,0,Northeast,Home Improvement,695,0
L103450,2024-12-31,7459.1,158.37,158.37,0,Northeast,Personal Loan,620,0
