loan_id,product_type,region,fico_score,orig_amount,interest_rate,term_months,secured_flag
L102581,Home Improvement,South,726,8817.42,0.068,48,0
L102582,Personal Loan,Northeast,729,17621.6,0.078,36,0
L102583,Auto Loan,South,665,24847.72,0.0688,48,1
L102584,Personal Loan,Midwest,700,13467.94,0.0812,36,0
L102585,Home Improvement,South,704,22438.81,0.0706,60,0
L102586,Personal Loan,South,706,10738.5,0.0802,36,0
L102587,Auto Loan,South,740,21307.69,0.06,36,1
L102588,Personal Loan,West,679,15518.04,0.0846,48,0
L102589,Personal Loan,South,630,10822.62,0.0924,36,0
L102590,Personal Loan,South,734,7742.06,0.078,24,0
L102591,Personal Loan,Midwest,778,9984.22,0.078,36,0
L102592,Personal Loan,South,710,11775.23,0.0796,36,0
L102593,Personal Loan,Northeast,739,19811.2,0.078,24,0
L102594,Auto Loan,Midwest,701,14271.18,0.063,24,1
L102595,Auto Loan,West,691,18053.83,0.0646,36,1
L102596,Personal Loan,South,741,7108.56,0.078,36,0
L102597,Auto Loan,South,734,28496.41,0.06,48,1
L102598,Personal Loan,Midwest,718,13057.08,0.0783,36,0
L102599,Home Improvement,West,702,11934.29,0.0709,36,0
L102600,Personal Loan,West,695,7992.9,0.082,60,0
L102601,Auto Loan,Midwest,680,18819.33,0.0664,24,1
L102602,Personal Loan,Midwest,776,11832.31,0.078,36,0
L102603,Auto Loan,West,676,25101.23,0.067,60,1
L102604,Auto Loan,South,714,24672.7,0.061,48,1
L102605,Auto Loan,West,732,17005.82,0.06,60,1
L102606,Auto Loan,South,705,17752.55,0.0624,36,1
L102607,Personal Loan,West,718,14027.6,0.0783,36,0
L102608,Auto Loan,West,664,23532.14,0.069,60,1
L102609,Home Improvement,South,715,10494.72,0.0688,60,0
L102610,Auto Loan,South,697,19170.36,0.0637,36,1
L102611,Personal Loan,Northeast,751,14427.0,0.078,36,0
L102612,Personal Loan,Midwest,737,14122.3,0.078,36,0
L102613,Auto Loan,West,754,14093.65,0.06,24,1
L102614,Personal Loan,Northeast,625,8599.06,0.0932,48,0
L102615,Home Improvement,Midwest,705,14266.23,0.0704,48,0
L102616,Personal Loan,South,696,9022.69,0.0818,48,0
L102617,Auto Loan,Northeast,709,21874.0,0.0618,48,1
L102618,Personal Loan,Midwest,674,19728.8,0.0854,48,0
L102619,Auto Loan,Northeast,696,31280.49,0.0638,60,1
L102620,Personal Loan,South,620,15874.61,0.094,48,0
L102621,Auto Loan,South,817,17197.53,0.06,36,1
L102622,Auto Loan,West,684,31093.25,0.0658,36,1
L102623,Auto Loan,Midwest,707,26977.84,0.0621,36,1
L102624,Auto Loan,Northeast,768,13512.13,0.06,36,1
L102625,Personal Loan,South,751,9889.01,0.078,36,0
L102626,Home Improvement,South,680,21665.46,0.0744,24,0
L102627,Home Improvement,West,673,14105.14,0.0755,36,0
L102628,Personal Loan,Northeast,689,7239.94,0.083,36,0
L102629,Auto Loan,West,706,15537.4,0.0622,36,1
L102630,Personal Loan,South,705,17578.3,0.0804,60,0
L102631,Home Improvement,Midwest,743,20712.93,0.068,48,0
L102632,Home Improvement,South,703,9646.06,0.0707,36,0
L102633,Auto Loan,South,763,16125.45,0.06,36,1
L102634,Personal Loan,South,627,12618.52,0.0929,36,0
L102635,Personal Loan,West,679,14904.81,0.0846,36,0
L102636,Home Improvement,South,678,13409.82,0.0747,48,0
L102637,Personal Loan,South,724,14902.38,0.078,60,0
L102638,Home Improvement,West,777,20192.29,0.068,48,0
L102639,Auto Loan,Midwest,637,25217.59,0.0733,24,1
L102640,Auto Loan,Midwest,784,25043.45,0.06,60,1
L102641,Auto Loan,South,683,23113.87,0.0659,48,1
L102642,Home Improvement,Midwest,787,20298.08,0.068,48,0
L102643,Home Improvement,South,728,10671.16,0.068,48,0
L102644,Auto Loan,South,662,22082.35,0.0693,36,1
L102645,Auto Loan,Midwest,620,24104.98,0.076,60,1
L102646,Personal Loan,West,680,7218.56,0.0844,48,0
L102647,Personal Loan,West,770,15581.92,0.078,36,0
L102648,Personal Loan,West,696,9966.19,0.0818,48,0
L102649,Auto Loan,Northeast,700,21735.85,0.0632,36,1
L102650,Personal Loan,Northeast,734,16457.71,0.078,36,0
L102651,Home Improvement,South,755,15763.06,0.068,36,0
L102652,Personal Loan,Midwest,691,14164.12,0.0826,60,0
L102653,Personal Loan,South,666,15414.71,0.0866,60,0
L102654,Auto Loan,West,625,20440.16,0.0752,48,1
L102655,Auto Loan,Northeast,794,16637.16,0.06,36,1
L102656,Personal Loan,Northeast,695,18288.96,0.082,48,0
L102657,Auto Loan,Midwest,739,25409.61,0.06,48,1
L102658,Personal Loan,South,706,17425.73,0.0802,36,0
L102659,Personal Loan,South,789,6645.03,0.078,48,0
L102660,Personal Loan,West,622,17863.34,0.0937,36,0
L102661,Auto Loan,South,719,20240.85,0.0602,48,1
L102662,Home Improvement,South,683,11157.3,0.0739,48,0
L102663,Auto Loan,Northeast,758,31770.48,0.06,24,1
L102664,Personal Loan,Midwest,716,10420.39,0.0786,48,0
L102665,Personal Loan,West,732,17371.19,0.078,60,0
L102666,Home Improvement,West,721,14208.59,0.068,48,0
L102667,Auto Loan,Midwest,734,30640.41,0.06,36,1
L102668,Personal Loan,West,734,7159.24,0.078,48,0
L102669,Auto Loan,Northeast,719,12508.51,0.0602,36,1
L102670,Personal Loan,Midwest,762,19996.89,0.078,48,0
L102671,Personal Loan,Midwest,702,6306.81,0.0809,36,0
L102672,Auto Loan,South,745,31475.92,0.06,36,1
L102673,Home Improvement,Northeast,741,9868.37,0.068,36,0
L102674,Personal Loan,Northeast,782,10535.37,0.078,48,0
L102675,Personal Loan,Midwest,705,8342.58,0.0804,48,0
L102676,Home Improvement,Northeast,668,11962.49,0.0763,36,0
L102677,Personal Loan,South,736,8835.27,0.078,60,0
L102678,Personal Loan,Midwest,707,15794.97,0.0801,36,0
L102679,Home Improvement,South,703,18459.66,0.0707,48,0
L102680,Auto Loan,South,735,21013.1,0.06,24,1
L102681,Personal Loan,West,758,10183.27,0.078,48,0
L102682,Auto Loan,Northeast,780,27118.5,0.06,24,1
L102683,Auto Loan,West,666,15919.83,0.0686,24,1
L102684,Auto Loan,West,752,29592.67,0.06,60,1
L102685,Personal Loan,Midwest,661,16708.94,0.0874,24,0
L102686,Personal Loan,Northeast,738,7397.76,0.078,36,0
L102687,Personal Loan,West,720,18616.52,0.078,24,0
L102688,Auto Loan,Northeast,703,28006.72,0.0627,36,1
L102689,Auto Loan,South,723,25528.92,0.06,60,1
L102690,Personal Loan,Northeast,739,15978.91,0.078,36,0
L102691,Auto Loan,South,706,17254.92,0.0622,24,1
L102692,Personal Loan,South,688,14058.28,0.0831,60,0
L102693,Personal Loan,South,733,14085.38,0.078,36,0
L102694,Personal Loan,West,673,18793.88,0.0855,60,0
L102695,Personal Loan,West,778,16789.85,0.078,24,0
L102696,Personal Loan,West,708,18533.92,0.0799,60,0
L102697,Auto Loan,West,718,31492.34,0.0603,36,1
L102698,Personal Loan,West,732,9716.17,0.078,48,0
L102699,Personal Loan,South,642,9828.39,0.0905,60,0
L102700,Personal Loan,Northeast,657,18526.54,0.0881,36,0
L102701,Personal Loan,Midwest,620,12902.15,0.094,60,0
L102702,Auto Loan,Northeast,747,19329.75,0.06,36,1
L102703,Personal Loan,Northeast,721,7550.94,0.078,36,0
L102704,Auto Loan,West,737,18684.62,0.06,60,1
L102705,Personal Loan,West,788,15796.98,0.078,60,0
L102706,Personal Loan,West,731,17719.23,0.078,24,0
L102707,Home Improvement,Midwest,687,8857.72,0.0733,48,0
L102708,Home Improvement,Midwest,737,21857.35,0.068,36,0
L102709,Auto Loan,Northeast,728,26166.16,0.06,48,1
L102710,Personal Loan,Midwest,706,16361.42,0.0802,48,0
L102711,Personal Loan,Midwest,680,14902.96,0.0844,24,0
L102712,Auto Loan,Midwest,732,27998.44,0.06,36,1
L102713,Home Improvement,South,732,23990.77,0.068,24,0
L102714,Auto Loan,Northeast,685,30214.34,0.0656,36,1
L102715,Home Improvement,Northeast,776,8201.73,0.068,48,0
L102716,Auto Loan,West,795,21459.17,0.06,48,1
L102717,Personal Loan,Midwest,620,8292.75,0.094,60,0
L102718,Personal Loan,South,730,9354.87,0.078,24,0
L102719,Personal Loan,South,714,16241.48,0.079,48,0
L102720,Home Improvement,West,620,16094.8,0.084,48,0
L102721,Auto Loan,West,741,16723.22,0.06,48,1
L102722,Personal Loan,South,672,19835.85,0.0857,36,0
L102723,Personal Loan,Midwest,700,6271.51,0.0812,36,0
L102724,Auto Loan,Midwest,706,12658.42,0.0622,36,1
L102725,Auto Loan,Northeast,729,30003.94,0.06,36,1
L102726,Personal Loan,West,664,7673.21,0.087,48,0
L102727,Personal Loan,South,651,15578.15,0.089,36,0
L102728,Personal Loan,West,689,11765.49,0.083,36,0
L102729,Personal Loan,Midwest,691,8440.4,0.0826,60,0
L102730,Personal Loan,West,688,19587.41,0.0831,48,0
L102731,Auto Loan,West,722,28761.98,0.06,36,1
L102732,Personal Loan,Northeast,673,15798.81,0.0855,60,0
L102733,Personal Loan,Midwest,691,9765.72,0.0826,60,0
L102734,Auto Loan,South,669,16782.39,0.0682,48,1
L102735,Personal Loan,Midwest,705,17317.15,0.0804,48,0
L102736,Personal Loan,South,656,16877.09,0.0882,36,0
L102737,Personal Loan,West,795,10168.91,0.078,48,0
L102738,Auto Loan,Northeast,707,27400.6,0.0621,60,1
L102739,Auto Loan,Northeast,713,16299.6,0.0611,36,1
L102740,Personal Loan,West,636,13857.5,0.0914,36,0
L102741,Auto Loan,West,683,22065.06,0.0659,36,1
L102742,Personal Loan,West,710,11751.21,0.0796,36,0
L102743,Personal Loan,West,716,14996.53,0.0786,36,0
L102744,Auto Loan,Midwest,722,25250.62,0.06,60,1
L102745,Personal Loan,West,660,6442.12,0.0876,48,0
L102746,Auto Loan,South,730,20884.96,0.06,60,1
L102747,Personal Loan,West,665,18925.94,0.0868,36,0
L102748,Auto Loan,West,663,28356.11,0.0691,36,1
L102749,Personal Loan,Midwest,717,8316.15,0.0785,48,0
L102750,Personal Loan,Midwest,679,12362.89,0.0846,48,0
L102751,Home Improvement,West,724,9798.11,0.068,36,0
L102752,Personal Loan,Northeast,666,8100.26,0.0866,36,0
L102753,Personal Loan,West,717,6403.1,0.0785,36,0
L102754,Personal Loan,West,687,9015.36,0.0833,24,0
L102755,Home Improvement,Northeast,712,10063.13,0.0693,48,0
L102756,Personal Loan,West,738,14879.52,0.078,48,0
L102757,Home Improvement,West,738,10095.96,0.068,60,0
L102758,Personal Loan,Northeast,725,10851.07,0.078,36,0
L102759,Auto Loan,Midwest,713,26497.23,0.0611,24,1
L102760,Auto Loan,South,681,26132.45,0.0662,36,1
L102761,Personal Loan,West,653,7084.25,0.0887,36,0
L102762,Personal Loan,Northeast,620,16535.32,0.094,48,0
L102763,Auto Loan,West,639,27754.49,0.073,24,1
L102764,Personal Loan,West,731,16855.61,0.078,48,0
L102765,Personal Loan,Northeast,717,10151.5,0.0785,24,0
L102766,Personal Loan,South,662,12933.97,0.0873,36,0
L102767,Home Improvement,West,705,15121.75,0.0704,60,0
L102768,Personal Loan,South,676,6349.69,0.085,60,0
L102769,Personal Loan,West,688,19529.05,0.0831,36,0
L102770,Personal Loan,West,659,19584.82,0.0878,24,0
L102771,Home Improvement,West,687,15872.54,0.0733,36,0
L102772,Personal Loan,South,697,17107.3,0.0817,48,0
L102773,Personal Loan,South,653,9941.93,0.0887,24,0
L102774,Personal Loan,South,703,9875.13,0.0807,24,0
L102775,Auto Loan,South,774,25767.02,0.06,48,1
L102776,Auto Loan,South,668,19123.66,0.0683,36,1
L102777,Auto Loan,South,702,30792.11,0.0629,36,1
L102778,Personal Loan,West,686,15006.49,0.0834,48,0
L102779,Auto Loan,Midwest,762,26558.61,0.06,24,1
L102780,Personal Loan,West,787,19486.37,0.078,48,0
L102781,Home Improvement,Midwest,764,19453.04,0.068,36,0
L102782,Personal Loan,West,715,12428.55,0.0788,24,0
L102783,Personal Loan,Midwest,682,12299.46,0.0841,36,0
L102784,Personal Loan,Midwest,648,14833.67,0.0895,24,0
L102785,Auto Loan,Northeast,737,13644.96,0.06,48,1
L102786,Personal Loan,West,675,13659.2,0.0852,60,0
L102787,Home Improvement,Midwest,752,11674.98,0.068,60,0
L102788,Personal Loan,West,748,16215.21,0.078,48,0
L102789,Personal Loan,South,673,14246.43,0.0855,48,0
L102790,Auto Loan,Midwest,749,18933.01,0.06,48,1
L102791,Auto Loan,West,669,23082.78,0.0682,60,1
L102792,Auto Loan,Midwest,620,24193.47,0.076,36,1
L102793,Personal Loan,South,660,11033.59,0.0876,60,0
L102794,Personal Loan,South,710,15934.39,0.0796,48,0
L102795,Personal Loan,South,677,13085.23,0.0849,60,0
L102796,Auto Loan,West,746,29667.38,0.06,48,1
L102797,Personal Loan,South,751,11955.2,0.078,60,0
L102798,Auto Loan,Northeast,744,24684.81,0.06,36,1
L102799,Personal Loan,South,662,11663.44,0.0873,48,0
L102800,Personal Loan,Northeast,635,17702.0,0.0916,36,0
L102801,Home Improvement,Northeast,672,10471.74,0.0757,60,0
L102802,Personal Loan,West,714,14747.67,0.079,36,0
L102803,Personal Loan,South,727,6106.39,0.078,60,0
L102804,Personal Loan,Midwest,670,17468.61,0.086,48,0
L102805,Personal Loan,Midwest,756,11995.16,0.078,48,0
L102806,Home Improvement,West,757,12521.39,0.068,36,0
L102807,Personal Loan,Northeast,718,13857.68,0.0783,60,0
L102808,Auto Loan,South,666,18342.41,0.0686,36,1
L102809,Home Improvement,Midwest,741,12738.75,0.068,36,0
L102810,Home Improvement,West,773,13566.3,0.068,36,0
L102811,Personal Loan,South,721,7660.04,0.078,24,0
L102812,Home Improvement,South,696,11067.12,0.0718,36,0
L102813,Auto Loan,Midwest,739,21643.51,0.06,36,1
L102814,Personal Loan,Northeast,762,12104.51,0.078,24,0
L102815,Home Improvement,West,709,10369.23,0.0698,60,0
L102816,Personal Loan,Midwest,663,10212.73,0.0871,48,0
L102817,Personal Loan,South,711,6748.77,0.0794,24,0
L102818,Auto Loan,South,803,31586.88,0.06,24,1
L102819,Personal Loan,Midwest,707,6447.98,0.0801,36,0
L102820,Personal Loan,West,661,16791.55,0.0874,36,0
L102821,Personal Loan,Midwest,744,11386.44,0.078,36,0
L102822,Auto Loan,West,656,14285.47,0.0702,48,1
L102823,Auto Loan,Northeast,656,20548.41,0.0702,36,1
L102824,Personal Loan,West,620,19458.11,0.094,60,0
L102825,Personal Loan,West,758,16804.7,0.078,36,0
L102826,Auto Loan,West,740,22137.76,0.06,48,1
L102827,Auto Loan,Midwest,691,23055.7,0.0646,48,1
L102828,Personal Loan,Northeast,717,8564.53,0.0785,48,0
L102829,Personal Loan,South,715,14523.06,0.0788,48,0
L102830,Personal Loan,Midwest,806,13357.54,0.078,36,0
L102831,Personal Loan,South,695,6533.2,0.082,36,0
L102832,Home Improvement,West,620,8988.56,0.084,48,0
L102833,Auto Loan,Midwest,729,27520.06,0.06,36,1
L102834,Personal Loan,South,690,19057.11,0.0828,36,0
L102835,Personal Loan,South,620,10785.37,0.094,36,0
L102836,Auto Loan,South,734,23852.52,0.06,36,1
L102837,Personal Loan,West,685,19544.28,0.0836,48,0
L102838,Home Improvement,West,701,20985.9,0.071,48,0
L102839,Personal Loan,Northeast,720,19874.46,0.078,60,0
L102840,Personal Loan,Midwest,696,9544.74,0.0818,24,0
L102841,Personal Loan,Midwest,742,9520.45,0.078,36,0
L102842,Auto Loan,Northeast,717,21629.5,0.0605,60,1
L102843,Auto Loan,Midwest,714,15272.57,0.061,60,1
L102844,Personal Loan,West,759,19525.33,0.078,36,0
L102845,Personal Loan,West,759,6111.17,0.078,48,0
L102846,Auto Loan,Northeast,689,16738.88,0.065,36,1
L102847,Personal Loan,South,620,19309.35,0.094,24,0
L102848,Personal Loan,Midwest,820,13061.88,0.078,24,0
L102849,Home Improvement,Northeast,701,22728.87,0.071,36,0
L102850,Home Improvement,Midwest,666,18526.45,0.0766,48,0
L102851,Auto Loan,South,752,23812.88,0.06,48,1
L102852,Auto Loan,West,707,16280.97,0.0621,24,1
L102853,Auto Loan,South,707,24342.37,0.0621,24,1
L102854,Home Improvement,West,703,16713.91,0.0707,60,0
L102855,Personal Loan,West,740,13363.58,0.078,60,0
L102856,Home Improvement,Midwest,725,21190.48,0.068,48,0
L102857,Home Improvement,Northeast,765,23805.22,0.068,24,0
L102858,Auto Loan,South,703,30401.73,0.0627,36,1
L102859,Home Improvement,Midwest,685,19440.73,0.0736,48,0
L102860,Personal Loan,South,724,16578.21,0.078,24,0
L102861,Personal Loan,Midwest,620,12149.94,0.094,48,0
L102862,Auto Loan,South,692,15856.32,0.0645,48,1
L102863,Personal Loan,Northeast,649,15190.82,0.0894,36,0
L102864,Personal Loan,South,700,13349.29,0.0812,60,0
L102865,Auto Loan,Midwest,681,12246.28,0.0662,48,1
L102866,Personal Loan,West,709,10491.87,0.0798,24,0
L102867,Personal Loan,West,746,6105.55,0.078,36,0
L102868,Home Improvement,Northeast,708,17189.02,0.0699,36,0
L102869,Home Improvement,Northeast,724,8706.91,0.068,36,0
L102870,Personal Loan,West,749,13338.55,0.078,60,0
L102871,Auto Loan,South,743,23133.9,0.06,36,1
L102872,Personal Loan,South,664,17203.85,0.087,36,0
L102873,Personal Loan,Midwest,782,13186.94,0.078,36,0
L102874,Auto Loan,South,720,26057.26,0.06,60,1
L102875,Personal Loan,Northeast,620,16379.13,0.094,60,0
L102876,Auto Loan,West,642,20553.0,0.0725,24,1
L102877,Personal Loan,Northeast,660,15541.1,0.0876,48,0
L102878,Personal Loan,West,689,6832.48,0.083,36,0
L102879,Auto Loan,South,652,14371.54,0.0709,36,1
L102880,Personal Loan,Midwest,729,14948.28,0.078,36,0
L102881,Auto Loan,Midwest,762,25145.33,0.06,48,1
L102882,Personal Loan,Midwest,651,18659.7,0.089,48,0
L102883,Auto Loan,West,726,31115.4,0.06,48,1
L102884,Personal Loan,Midwest,756,10819.46,0.078,36,0
L102885,Home Improvement,South,800,10356.48,0.068,60,0
L102886,Auto Loan,South,721,29012.39,0.06,60,1
L102887,Personal Loan,South,719,12154.29,0.0782,48,0
L102888,Personal Loan,Northeast,634,18348.59,0.0918,24,0
L102889,Home Improvement,South,752,15268.65,0.068,48,0
L102890,Personal Loan,West,731,17897.13,0.078,60,0
L102891,Auto Loan,Northeast,656,26417.15,0.0702,36,1
L102892,Personal Loan,South,696,14923.57,0.0818,36,0
L102893,Personal Loan,South,756,9688.29,0.078,36,0
L102894,Home Improvement,Northeast,671,16703.11,0.0758,48,0
L102895,Home Improvement,Northeast,814,21175.16,0.068,24,0
L102896,Personal Loan,West,715,6539.85,0.0788,60,0
L102897,Personal Loan,Midwest,737,18931.83,0.078,24,0
L102898,Auto Loan,South,729,31471.91,0.06,36,1
L102899,Personal Loan,South,694,16445.43,0.0822,36,0
L102900,Auto Loan,South,718,25726.74,0.0603,60,1
L102901,Home Improvement,Northeast,730,13133.84,0.068,24,0
L102902,Personal Loan,West,703,11955.28,0.0807,36,0
L102903,Personal Loan,West,760,19627.25,0.078,48,0
L102904,Personal Loan,Midwest,707,8709.26,0.0801,48,0
L102905,Personal Loan,West,688,18566.79,0.0831,36,0
L102906,Home Improvement,Northeast,780,18518.17,0.068,36,0
L102907,Auto Loan,West,691,27030.39,0.0646,36,1
L102908,Auto Loan,West,645,16352.79,0.072,36,1
L102909,Home Improvement,West,699,15756.1,0.0714,60,0
L102910,Home Improvement,Midwest,711,21492.82,0.0694,48,0
L102911,Auto Loan,Northeast,655,26467.82,0.0704,24,1
L102912,Auto Loan,Midwest,755,30799.6,0.06,48,1
L102913,Personal Loan,West,658,7804.76,0.0879,60,0
L102914,Auto Loan,South,715,24751.08,0.0608,24,1
L102915,Auto Loan,South,715,12676.58,0.0608,48,1
L102916,Auto Loan,South,620,26358.95,0.076,60,1
L102917,Personal Loan,South,696,11276.89,0.0818,36,0
L102918,Personal Loan,South,746,12690.43,0.078,48,0
L102919,Auto Loan,Midwest,691,13853.36,0.0646,36,1
L102920,Auto Loan,Northeast,727,26130.92,0.06,48,1
L102921,Personal Loan,Northeast,675,18555.78,0.0852,36,0
L102922,Personal Loan,Midwest,653,14955.7,0.0887,48,0
L102923,Home Improvement,Northeast,713,22153.76,0.0691,48,0
L102924,Auto Loan,Northeast,708,20909.54,0.0619,24,1
L102925,Personal Loan,West,714,9286.5,0.079,48,0
L102926,Auto Loan,Midwest,692,30044.8,0.0645,24,1
L102927,Personal Loan,West,705,8669.26,0.0804,24,0
L102928,Personal Loan,West,673,11436.69,0.0855,24,0
L102929,Personal Loan,Midwest,706,18513.38,0.0802,60,0
L102930,Personal Loan,Northeast,681,7903.12,0.0842,48,0
L102931,Personal Loan,South,762,15668.54,0.078,36,0
L102932,Personal Loan,Midwest,706,11449.19,0.0802,48,0
L102933,Home Improvement,West,682,23122.6,0.0741,60,0
L102934,Personal Loan,Midwest,744,17144.79,0.078,36,0
L102935,Personal Loan,Midwest,697,14597.73,0.0817,48,0
L102936,Auto Loan,Northeast,672,13221.62,0.0677,60,1
L102937,Personal Loan,West,734,8238.04,0.078,48,0
L102938,Auto Loan,Midwest,702,21272.58,0.0629,36,1
L102939,Personal Loan,Midwest,646,18481.18,0.0898,24,0
L102940,Personal Loan,West,639,15540.8,0.091,36,0
L102941,Home Improvement,Northeast,738,14744.32,0.068,60,0
L102942,Home Improvement,South,632,14300.04,0.0821,36,0
L102943,Personal Loan,West,747,6777.65,0.078,24,0
L102944,Auto Loan,Northeast,654,12547.48,0.0706,48,1
L102945,Personal Loan,South,743,12642.64,0.078,48,0
L102946,Auto Loan,Midwest,796,30267.93,0.06,36,1
L102947,Auto Loan,Midwest,676,12965.53,0.067,36,1
L102948,Personal Loan,South,750,9591.91,0.078,60,0
L102949,Auto Loan,Midwest,748,24975.47,0.06,36,1
L102950,Personal Loan,West,701,6055.93,0.081,24,0
L102951,Auto Loan,Midwest,693,22203.65,0.0643,60,1
L102952,Home Improvement,South,678,20111.4,0.0747,24,0
L102953,Home Improvement,Northeast,719,8067.87,0.0682,24,0
L102954,Personal Loan,West,661,7898.94,0.0874,48,0
L102955,Auto Loan,Midwest,696,30275.25,0.0638,48,1
L102956,Auto Loan,South,703,24054.96,0.0627,48,1
L102957,Personal Loan,Northeast,765,6946.36,0.078,48,0
L102958,Auto Loan,Midwest,699,14065.73,0.0634,36,1
L102959,Personal Loan,Northeast,733,16582.09,0.078,48,0
L102960,Personal Loan,South,714,19086.14,0.079,60,0
L102961,Personal Loan,West,667,12401.46,0.0865,36,0
L102962,Personal Loan,Midwest,757,10335.81,0.078,36,0
L102963,Auto Loan,West,778,15051.97,0.06,48,1
L102964,Personal Loan,West,668,15738.93,0.0863,48,0
L102965,Auto Loan,Northeast,713,13063.84,0.0611,48,1
L102966,Auto Loan,South,646,18990.86,0.0718,24,1
L102967,Home Improvement,Midwest,654,21092.04,0.0786,60,0
L102968,Home Improvement,Northeast,681,12067.28,0.0742,48,0
L102969,Personal Loan,Midwest,725,18105.7,0.078,36,0
L102970,Auto Loan,West,790,21978.77,0.06,48,1
L102971,Auto Loan,West,654,14483.18,0.0706,60,1
L102972,Personal Loan,South,717,11297.52,0.0785,24,0
L102973,Personal Loan,Midwest,734,19564.9,0.078,60,0
L102974,Auto Loan,West,810,23373.07,0.06,48,1
L102975,Personal Loan,Northeast,747,11243.18,0.078,24,0
L102976,Personal Loan,Midwest,707,6693.94,0.0801,36,0
L102977,Auto Loan,Northeast,710,12413.8,0.0616,36,1
L102978,Personal Loan,South,725,16111.09,0.078,60,0
L102979,Home Improvement,Midwest,718,13822.16,0.0683,24,0
L102980,Personal Loan,Northeast,719,14108.42,0.0782,48,0
L102981,Auto Loan,Midwest,697,12898.55,0.0637,60,1
L102982,Personal Loan,West,737,17259.92,0.078,36,0
L102983,Home Improvement,West,672,17221.82,0.0757,24,0
L102984,Personal Loan,West,647,14934.27,0.0897,48,0
L102985,Auto Loan,Midwest,726,23858.74,0.06,60,1
L102986,Personal Loan,West,662,17818.37,0.0873,48,0
L102987,Personal Loan,Northeast,760,18231.28,0.078,60,0
L102988,Auto Loan,West,745,22120.74,0.06,36,1
L102989,Personal Loan,South,744,13761.48,0.078,36,0
L102990,Personal Loan,South,690,17451.65,0.0828,36,0
L102991,Personal Loan,West,646,14462.66,0.0898,24,0
L102992,Auto Loan,Northeast,690,15040.88,0.0648,48,1
L102993,Home Improvement,South,687,20149.14,0.0733,24,0
L102994,Personal Loan,West,671,7871.21,0.0858,36,0
L102995,Personal Loan,West,741,8465.78,0.078,60,0
L102996,Auto Loan,Midwest,739,26589.29,0.06,36,1
L102997,Home Improvement,South,702,11797.65,0.0709,48,0
L102998,Personal Loan,Midwest,649,7645.66,0.0894,36,0
L102999,Personal Loan,Midwest,662,10229.86,0.0873,36,0
L103000,Auto Loan,Midwest,758,30779.87,0.06,36,1
L103001,Home Improvement,South,693,9725.96,0.0723,36,0
L103002,Auto Loan,West,621,21695.94,0.0758,36,1
L103003,Auto Loan,Midwest,694,27193.05,0.0642,36,1
L103004,Personal Loan,Northeast,660,10380.4,0.0876,48,0
L103005,Personal Loan,West,687,15205.78,0.0833,36,0
L103006,Auto Loan,South,722,23849.13,0.06,24,1
L103007,Personal Loan,South,756,12347.99,0.078,48,0
L103008,Auto Loan,South,697,20960.42,0.0637,36,1
L103009,Auto Loan,Midwest,722,25907.28,0.06,36,1
L103010,Personal Loan,West,749,10297.11,0.078,24,0
L103011,Personal Loan,Midwest,646,9996.06,0.0898,48,0
L103012,Personal Loan,South,651,18098.99,0.089,48,0
L103013,Home Improvement,Midwest,620,10262.52,0.084,60,0
L103014,Personal Loan,Northeast,687,12244.36,0.0833,36,0
L103015,Personal Loan,Midwest,719,11015.03,0.0782,36,0
L103016,Home Improvement,South,677,9992.69,0.0749,48,0
L103017,Home Improvement,Northeast,647,22156.14,0.0797,48,0
L103018,Personal Loan,West,729,16818.19,0.078,36,0
L103019,Auto Loan,West,693,21596.93,0.0643,36,1
L103020,Personal Loan,West,706,10723.49,0.0802,60,0
L103021,Personal Loan,Northeast,749,16841.64,0.078,60,0
L103022,Personal Loan,South,778,12530.02,0.078,36,0
L103023,Auto Loan,South,783,14166.26,0.06,36,1
L103024,Personal Loan,Northeast,678,10462.56,0.0847,36,0
L103025,Personal Loan,Midwest,693,8915.07,0.0823,36,0
L103026,Auto Loan,Northeast,713,20587.57,0.0611,24,1
L103027,Home Improvement,Midwest,766,8478.61,0.068,36,0
L103028,Home Improvement,South,743,12477.91,0.068,60,0
L103029,Home Improvement,Midwest,687,23817.68,0.0733,48,0
L103030,Home Improvement,West,666,11664.59,0.0766,60,0
L103031,Personal Loan,South,680,17501.91,0.0844,36,0
L103032,Personal Loan,West,798,12536.46,0.078,36,0
L103033,Personal Loan,Midwest,678,15483.47,0.0847,48,0
L103034,Personal Loan,Northeast,697,9505.47,0.0817,60,0
L103035,Personal Loan,Midwest,710,10410.17,0.0796,36,0
L103036,Home Improvement,South,690,11166.73,0.0728,60,0
L103037,Personal Loan,South,691,6830.76,0.0826,24,0
L103038,Home Improvement,West,651,20116.62,0.079,24,0
L103039,Auto Loan,Northeast,673,15897.82,0.0675,24,1
L103040,Personal Loan,South,674,17990.61,0.0854,24,0
L103041,Personal Loan,Midwest,676,16416.19,0.085,60,0
L103042,Personal Loan,West,709,13331.46,0.0798,36,0
L103043,Auto Loan,South,740,17692.9,0.06,36,1
L103044,Personal Loan,South,748,17088.52,0.078,60,0
L103045,Personal Loan,Midwest,685,13153.77,0.0836,48,0
L103046,Personal Loan,Midwest,705,9652.92,0.0804,36,0
L103047,Home Improvement,West,679,9987.35,0.0746,60,0
L103048,Personal Loan,Midwest,676,13123.91,0.085,36,0
